,journal_name,issn,citation_count_sum,paper_count_sum,avg_cites_per_paper,proj_ai,proj_ai_year
1782,international journal of peptide research and therapeutics,1573-3904,229.0,187.0,1.2245989304812834,0.24,2015
1783,international journal of peptides,1687-9775,208.0,84.0,2.4761904761904763,0.581,2015
1784,international journal of pharmacology,1811-7775,494.0,410.0,1.2048780487804878,0.235,2015
1785,international journal of pharmacology,1812-5700,494.0,410.0,1.2048780487804878,0.235,2015
1786,international journal of photoenergy,1110-662X,1393.0,907.0,1.535832414553473,0.319,2015
1787,international journal of photoenergy,1687-529X,1393.0,907.0,1.535832414553473,0.319,2015
1788,international journal of physical sciences,1992-1950,656.0,649.0,1.0107858243451464,0.188,2015
1789,international journal of physical sciences,2331-1827,656.0,649.0,1.0107858243451464,0.188,2015
1790,international journal of plant genomics,1687-5389,129.0,36.0,3.583333333333333,0.925,2015
1791,international journal of polymer science,1687-9422,465.0,239.0,1.9456066945606691,0.429,2015
1792,international journal of polymer science,1687-9430,465.0,239.0,1.9456066945606691,0.429,2015
1793,international journal of poultry science,1682-8356,506.0,588.0,0.8605442176870748,0.154,2015
1794,international journal of poultry science,1994-7992,506.0,588.0,0.8605442176870748,0.154,2015
1795,international journal of primatology,1573-8604,836.0,382.0,2.18848167539267,0.498,2015
1796,international journal of proteomics,2090-2174,227.0,89.0,2.5505617977528092,0.603,2015
1797,international journal of public health,1661-8564,1453.0,505.0,2.877227722772277,0.7020000000000001,2015
1798,international journal of reconfigurable computing,1687-7209,79.0,80.0,0.9875,0.183,2015
1799,international journal of rheumatology,1687-9279,459.0,140.0,3.2785714285714285,0.8270000000000001,2015
1800,international journal of rotating machinery,1542-3034,126.0,111.0,1.135135135135135,0.218,2015
1801,international journal of science and mathematics education,1573-1774,606.0,292.0,2.0753424657534247,0.465,2015
1802,international journal of shoulder surgery,0973-6042,170.0,107.0,1.588785046728972,0.33299999999999996,2015
1803,international journal of smart and nano materials,1947-542X,158.0,94.0,1.680851063829787,0.35700000000000004,2015
1804,international journal of social robotics,1875-4805,667.0,196.0,3.403061224489796,0.867,2015
1805,international journal of spectroscopy,1687-9457,123.0,110.0,1.1181818181818182,0.214,2015
1806,international journal of speech technology,1572-8110,232.0,137.0,1.6934306569343065,0.36,2015
1807,international journal of speleology,0392-6672,200.0,112.0,1.7857142857142858,0.385,2015
1808,international journal of speleology,1827-806X,200.0,112.0,1.7857142857142858,0.385,2015
1809,international journal of spray and combustion dynamics,1756-8277,83.0,69.0,1.2028985507246377,0.23399999999999999,2015
1810,international journal of spray and combustion dynamics,1756-8285,83.0,69.0,1.2028985507246377,0.23399999999999999,2015
1811,international journal of stomatology & occlusion medicine,1867-223X,32.0,59.0,0.5423728813559322,0.086,2015
1812,international journal of surgery case reports,2210-2612,777.0,796.0,0.9761306532663316,0.18,2015
1813,international journal of surgical oncology,2090-1410,345.0,157.0,2.1974522292993632,0.5,2015
1814,international journal of technology and design education,1573-1804,302.0,174.0,1.735632183908046,0.37200000000000005,2015
1815,international journal of telemedicine and applications,1687-6423,213.0,93.0,2.290322580645161,0.527,2015
1816,international journal of telerehabilitation,1945-2020,50.0,40.0,1.25,0.24600000000000002,2015
1817,international journal of the classical tradition,1874-6292,8.0,19.0,0.42105263157894735,0.063,2015
1818,international journal of theoretical physics,1572-9575,1751.0,1509.0,1.1603711066931743,0.22399999999999998,2015
1819,international journal of thermophysics,1572-9567,1019.0,856.0,1.1904205607476634,0.231,2015
1820,international journal of vehicular technology,1687-5710,105.0,67.0,1.5671641791044777,0.327,2015
1821,international journal of wireless information networks,1572-8129,187.0,102.0,1.8333333333333333,0.39799999999999996,2015
1822,international journal of yoga,2231-2714,176.0,102.0,1.7254901960784317,0.369,2015
1823,international journal of zoological research,1811-9786,51.0,61.0,0.8360655737704918,0.14800000000000002,2015
1824,international journal of zoology,1687-8485,98.0,81.0,1.2098765432098766,0.23600000000000002,2015
1825,international journal on digital libraries,1432-1300,71.0,51.0,1.392156862745098,0.282,2015
1826,international journal on interactive design and manufacturing (ijidem),1955-2505,135.0,121.0,1.115702479338843,0.213,2015
1827,international journal on software tools for technology transfer,1433-2787,316.0,159.0,1.9874213836477987,0.441,2015
1828,international microbiology,1618-1905,258.0,118.0,2.1864406779661016,0.49700000000000005,2015
1829,international ophthalmology,1573-2630,648.0,559.0,1.1592128801431127,0.22399999999999998,2015
1830,international orthopaedics,1432-5195,4792.0,1574.0,3.044472681067344,0.754,2015
1831,international perspectives on sexual and reproductive health,1931-2393,325.0,117.0,2.7777777777777777,0.672,2015
1832,international political anthropology,2283-9887,0.0,1.0,0.0,0.0,2015
1833,international review of economics,1863-4613,94.0,91.0,1.0329670329670328,0.193,2015
1834,international review of education,1573-0638,247.0,179.0,1.3798882681564246,0.27899999999999997,2015
1835,international review on public and nonprofit marketing,1865-1992,78.0,68.0,1.1470588235294117,0.221,2015
1836,international seminars in surgical oncology,1477-7800,2.0,1.0,2.0,0.444,2015
1837,international tax and public finance,1573-6970,401.0,189.0,2.121693121693122,0.479,2015
1838,international urogynecology journal,1433-3023,2804.0,1284.0,2.18380062305296,0.496,2015
1839,international urology and nephrology,1573-2584,1736.0,1109.0,1.5653742110009017,0.326,2015
1840,internet archaeology,1363-5387,47.0,52.0,0.903846153846154,0.16399999999999998,2015
1841,internet interventions,2214-7829,116.0,29.0,4.0,1.063,2015
1842,inventiones mathematicae,1432-1297,1257.0,294.0,4.275510204081633,1.155,2015
1843,invertebrate neuroscience,1439-1104,88.0,62.0,1.4193548387096775,0.289,2015
1844,investigacion bibliotecologica,0187-358X,36.0,68.0,0.5294117647058824,0.083,2015
1845,investigacion economica,0185-1667,56.0,64.0,0.875,0.157,2015
1846,investigational new drugs,1573-0646,2675.0,874.0,3.0606407322654463,0.759,2015
1847,investigative genetics,2041-2223,255.0,79.0,3.2278481012658227,0.8109999999999999,2015
1848,ionics,1862-0760,1469.0,738.0,1.9905149051490516,0.442,2015
1849,ipsj transactions on computer vision and applications,1882-6695,84.0,83.0,1.0120481927710845,0.18899999999999997,2015
1850,iranian journal of basic medical sciences,2008-3866,708.0,438.0,1.6164383561643836,0.34,2015
1851,iranian journal of medical sciences,1735-3688,245.0,227.0,1.079295154185022,0.204,2015
1852,iranian journal of ophthalmology,2345-2714,23.0,44.0,0.5227272727272727,0.08199999999999999,2015
1853,iranian journal of parasitology,1735-7020,389.0,272.0,1.4301470588235294,0.29100000000000004,2015
1854,iranian journal of pediatrics,2008-2150,446.0,454.0,0.9823788546255506,0.182,2015
1855,iranian journal of pharmaceutical research,1735-0328,1405.0,864.0,1.6261574074074074,0.342,2015
1856,iranian journal of public health,2251-6093,814.0,636.0,1.279874213836478,0.253,2015
1857,iranian journal of reproductive medicine,1680-6433,324.0,326.0,0.9938650306748468,0.184,2015
1858,iranian journal of reproductive medicine,2008-2177,324.0,326.0,0.9938650306748468,0.184,2015
1859,iranian polymer journal,1735-5265,501.0,272.0,1.8419117647058825,0.401,2015
1860,iranian polymer journal,1735-6265,501.0,272.0,1.8419117647058825,0.401,2015
1861,iranian red crescent medical journal,2074-1812,1038.0,869.0,1.194476409666283,0.23199999999999998,2015
1862,irbm,1959-0318,209.0,181.0,1.1546961325966851,0.223,2015
1863,irish journal of agricultural and food research,2009-9029,15.0,16.0,0.9375,0.171,2015
1864,irish veterinary journal,0368-0762,159.0,94.0,1.6914893617021276,0.36,2015
1865,irish veterinary journal,2046-0481,159.0,94.0,1.6914893617021276,0.36,2015
1866,irrigation science,1432-1319,678.0,256.0,2.6484375,0.633,2015
1867,israel medical association journal,1565-1088,950.0,819.0,1.15995115995116,0.22399999999999998,2015
1868,italian journal of animal science,1594-4077,644.0,907.0,0.7100330760749725,0.121,2015
1869,italian journal of animal science,1828-051X,644.0,907.0,0.7100330760749725,0.121,2015
1870,italian journal of food science,1120-1770,68.0,74.0,0.9189189189189191,0.16699999999999998,2015
1871,italian journal of medicine,1877-9352,51.0,110.0,0.4636363636363636,0.071,2015
1872,italian journal of pediatrics,1720-8424,816.0,377.0,2.1644562334217508,0.491,2015
1873,iza journal of migration,2193-9039,147.0,57.0,2.5789473684210527,0.612,2015
1874,japan journal of industrial and applied mathematics,1868-937X,91.0,109.0,0.8348623853211009,0.14800000000000002,2015
1875,japanese journal of infectious diseases,1884-2836,878.0,531.0,1.6534839924670433,0.35,2015
1876,jewish history,1572-8579,8.0,35.0,0.22857142857142854,0.028999999999999998,2015
1877,jom,1543-1851,2052.0,985.0,2.083248730964467,0.46799999999999997,2015
1878,jornal brasileiro de patologia e medicina laboratorial,1678-4774,111.0,168.0,0.6607142857142857,0.11,2015
1879,jornal brasileiro de pneumologia,1806-3713,805.0,527.0,1.5275142314990513,0.317,2015
1880,jornal brasileiro de pneumologia,1806-3756,805.0,527.0,1.5275142314990513,0.317,2015
1881,jornal brasileiro de psiquiatria,1982-0208,239.0,190.0,1.2578947368421052,0.248,2015
1882,jornal de pediatria,0021-7557,1143.0,567.0,2.015873015873016,0.449,2015
1883,jornal de pediatria,1678-4782,1143.0,567.0,2.015873015873016,0.449,2015
1884,jornal vascular brasileiro,1677-7301,158.0,170.0,0.9294117647058824,0.16899999999999998,2015
1885,journal for general philosophy of science,1572-8587,60.0,84.0,0.7142857142857143,0.122,2015
1886,journal of abnormal child psychology,1573-2835,2725.0,524.0,5.200381679389314,1.4780000000000002,2015
1887,journal of academic ethics,1572-8544,134.0,101.0,1.3267326732673268,0.265,2015
1888,journal of adult development,1573-3440,203.0,104.0,1.9519230769230769,0.431,2015
1889,journal of advanced research,2090-1224,651.0,232.0,2.806034482758621,0.68,2015
1890,journal of advanced transportation,2042-3195,350.0,187.0,1.8716577540106951,0.409,2015
1891,journal of advances in modeling earth systems,1942-2466,1192.0,185.0,6.443243243243242,1.935,2015
1892,journal of aerospace technology and management,2175-9146,114.0,147.0,0.7755102040816326,0.135,2015
1893,journal of aesthetics & culture,2000-4214,24.0,29.0,0.8275862068965517,0.146,2015
1894,journal of african american studies,1936-4741,127.0,126.0,1.007936507936508,0.188,2015
1895,journal of aging research,2090-2212,1066.0,286.0,3.727272727272727,0.972,2015
1896,journal of agricultural science and technology,2161-6256,931.0,817.0,1.1395348837209305,0.21899999999999997,2015
1897,journal of agricultural science and technology,2161-6264,931.0,817.0,1.1395348837209305,0.21899999999999997,2015
1898,journal of agriculture and rural development in the tropics and subtropics,1612-9830,37.0,28.0,1.3214285714285714,0.264,2015
1899,journal of agriculture and rural development in the tropics and subtropics,2363-6033,37.0,28.0,1.3214285714285714,0.264,2015
1900,journal of agronomy,1812-5379,68.0,69.0,0.9855072463768116,0.182,2015
1901,journal of agronomy,1812-5417,68.0,69.0,0.9855072463768116,0.182,2015
1902,journal of algebraic combinatorics,1572-9192,364.0,304.0,1.1973684210526316,0.233,2015
1903,journal of algorithms & computational technology,1748-3026,52.0,85.0,0.611764705882353,0.1,2015
1904,journal of allergy,1687-9791,314.0,155.0,2.0258064516129037,0.451,2015
1905,journal of ambient intelligence and humanized computing,1868-5145,0.0,1.0,0.0,0.0,2015
1906,journal of amino acids,2090-0112,262.0,74.0,3.5405405405405403,0.9109999999999999,2015
1907,journal of anesthesia,1438-8359,1169.0,830.0,1.408433734939759,0.28600000000000003,2015
1908,journal of animal and plant sciences,2071-7024,798.0,766.0,1.04177545691906,0.196,2015
1909,journal of animal and veterinary advances,1993-601X,738.0,1066.0,0.6923076923076923,0.11699999999999999,2015
1910,journal of animal science and technology,2055-0391,101.0,183.0,0.5519125683060109,0.08800000000000001,2015
1911,journal of apicultural science,1643-4439,113.0,98.0,1.1530612244897958,0.222,2015
1912,journal of apicultural science,2299-4831,113.0,98.0,1.1530612244897958,0.222,2015
1913,journal of applied biomedicine,1214-0287,204.0,118.0,1.7288135593220342,0.37,2015
1914,journal of applied clinical medical physics,1526-9914,1198.0,616.0,1.9448051948051948,0.429,2015
1915,journal of applied electrochemistry,1572-8838,1800.0,770.0,2.3376623376623376,0.541,2015
1916,journal of applied fluid mechanics,1735-3645,43.0,29.0,1.4827586206896552,0.305,2015
1917,journal of applied genetics,2190-3883,630.0,271.0,2.3247232472324724,0.537,2015
1918,journal of applied mathematics,1687-0042,1922.0,1943.0,0.9891919711785898,0.183,2015
1919,journal of applied mathematics and computing,1865-2085,404.0,406.0,0.9950738916256158,0.185,2015
1920,journal of applied mechanics,2423-6705,1125.0,698.0,1.611747851002865,0.33899999999999997,2015
1921,journal of applied oral science,1678-7757,987.0,478.0,2.0648535564853563,0.462,2015
1922,journal of applied oral science,1678-7765,987.0,478.0,2.0648535564853563,0.462,2015
1923,journal of applied phycology,1573-5176,2936.0,837.0,3.507765830346476,0.9009999999999999,2015
1924,journal of applied sciences,1812-5654,1239.0,1651.0,0.7504542701393095,0.129,2015
1925,journal of applied sciences,1812-5662,1239.0,1651.0,0.7504542701393095,0.129,2015
1926,journal of archaeological method and theory,1573-7764,341.0,111.0,3.072072072072072,0.762,2015
1927,journal of archaeological research,1573-7756,162.0,43.0,3.767441860465116,0.985,2015
1928,journal of artificial intelligence,1994-5450,71.0,84.0,0.8452380952380952,0.15,2015
1929,journal of artificial intelligence,2077-2173,71.0,84.0,0.8452380952380952,0.15,2015
1930,journal of artificial intelligence,2229-3965,71.0,84.0,0.8452380952380952,0.15,2015
1931,journal of artificial intelligence,2229-3973,71.0,84.0,0.8452380952380952,0.15,2015
1932,journal of artificial intelligence research,1076-9757,1569.0,282.0,5.5638297872340425,1.609,2015
1933,journal of asian architecture and building engineering,1347-2852,246.0,233.0,1.055793991416309,0.19899999999999998,2015
1934,journal of assisted reproduction and genetics,1573-7330,2053.0,847.0,2.4238488783943333,0.5660000000000001,2015
1935,journal of asthma and allergy,1178-6965,177.0,64.0,2.765625,0.6679999999999999,2015
1936,journal of astronomy and space sciences,2093-1409,151.0,156.0,0.9679487179487181,0.17800000000000002,2015
1937,journal of astrophysics and astronomy,0250-6335,69.0,121.0,0.5702479338842975,0.092,2015
1938,journal of astrophysics and astronomy,0973-7758,69.0,121.0,0.5702479338842975,0.092,2015
1939,journal of atherosclerosis and thrombosis,1340-3478,1762.0,628.0,2.805732484076433,0.68,2015
1940,journal of atherosclerosis and thrombosis,1880-3873,1762.0,628.0,2.805732484076433,0.68,2015
1941,journal of athletic training,1062-6050,1828.0,440.0,4.154545454545453,1.114,2015
1942,journal of atmospheric chemistry,1573-0662,169.0,100.0,1.69,0.359,2015
1943,journal of autism and developmental disorders,1573-3432,6735.0,1189.0,5.664423885618168,1.646,2015
1944,journal of automated reasoning,1573-0670,410.0,159.0,2.5786163522012577,0.612,2015
1945,journal of ayurveda and integrative medicine,0976-2809,264.0,208.0,1.2692307692307692,0.251,2015
1946,journal of behavioral education,1573-3513,254.0,106.0,2.39622641509434,0.5579999999999999,2015
1947,journal of behavioral medicine,1573-3521,1207.0,333.0,3.6246246246246248,0.9390000000000001,2015
1948,journal of bioeconomics,1573-6989,117.0,73.0,1.6027397260273972,0.336,2015
1949,journal of bioenergetics and biomembranes,1573-6881,656.0,298.0,2.2013422818791946,0.501,2015
1950,journal of bioethical inquiry,1872-4353,284.0,219.0,1.2968036529680365,0.258,2015
1951,journal of biological dynamics,1751-3758,329.0,174.0,1.8908045977011492,0.414,2015
1952,journal of biological dynamics,1751-3766,329.0,174.0,1.8908045977011492,0.414,2015
1953,journal of biological engineering,1754-1611,470.0,112.0,4.196428571428571,1.129,2015
1954,journal of biological physics,1573-0689,252.0,163.0,1.5460122699386505,0.321,2015
1955,journal of biological sciences,1727-3048,336.0,386.0,0.8704663212435233,0.156,2015
1956,journal of biological sciences,1812-5719,336.0,386.0,0.8704663212435233,0.156,2015
1957,journal of biology,1475-4924,45.0,70.0,0.6428571428571429,0.107,2015
1958,journal of biomaterials and tissue engineering,2157-9083,237.0,208.0,1.1394230769230769,0.21899999999999997,2015
1959,journal of biomaterials and tissue engineering,2157-9091,237.0,208.0,1.1394230769230769,0.21899999999999997,2015
1960,journal of biomedical discovery and collaboration,1747-5333,25.0,8.0,3.125,0.779,2015
1961,journal of biomedical nanotechnology,1550-7033,2088.0,819.0,2.5494505494505493,0.603,2015
1962,journal of biomedical nanotechnology,1550-7041,2088.0,819.0,2.5494505494505493,0.603,2015
1963,journal of biomedical science,1021-7770,1850.0,530.0,3.4905660377358485,0.895,2015
1964,journal of biomedical science,1423-0127,1850.0,530.0,3.4905660377358485,0.895,2015
1965,journal of biomedical semantics,2041-1480,683.0,210.0,3.2523809523809524,0.8190000000000001,2015
1966,journal of biomolecular nmr,1573-5001,1681.0,480.0,3.502083333333333,0.899,2015
1967,journal of biophysics,1687-8019,104.0,25.0,4.16,1.1159999999999999,2015
1968,journal of biosciences,0250-5991,1009.0,422.0,2.390995260663507,0.556,2015
1969,journal of biosciences,0973-7138,1009.0,422.0,2.390995260663507,0.556,2015
1970,journal of botany,2090-0139,462.0,98.0,4.714285714285714,1.306,2015
1971,journal of brachial plexus and peripheral nerve injury,1749-7221,186.0,124.0,1.5,0.309,2015
1972,journal of business and psychology,1573-353X,1330.0,216.0,6.157407407407407,1.828,2015
1973,journal of business ethics,1573-0697,9321.0,1650.0,5.6490909090909085,1.64,2015
1974,journal of cachexia sarcopenia and muscle,2190-5991,998.0,139.0,7.179856115107912,2.218,2015
1975,journal of cancer,1837-9664,1097.0,308.0,3.5616883116883122,0.9179999999999999,2015
1976,journal of cancer education,1543-0154,910.0,572.0,1.5909090909090908,0.33299999999999996,2015
1977,journal of cancer epidemiology,1687-8566,261.0,73.0,3.5753424657534247,0.9229999999999999,2015
1978,journal of cancer research and clinical oncology,1432-1335,3363.0,1089.0,3.088154269972452,0.767,2015
1979,journal of cancer research and therapeutics,0973-1482,867.0,753.0,1.151394422310757,0.222,2015
1980,journal of cancer research and therapeutics,1998-4138,867.0,753.0,1.151394422310757,0.222,2015
1981,journal of cancer survivorship,1932-2267,1324.0,270.0,4.903703703703704,1.3730000000000002,2015
1982,journal of carcinogenesis,1477-3163,351.0,103.0,3.4077669902912615,0.8690000000000001,2015
1983,journal of cardiothoracic surgery,1749-8090,1317.0,791.0,1.664981036662453,0.353,2015
1984,journal of cardiovascular magnetic resonance,1097-6647,2898.0,1222.0,2.3715220949263505,0.55,2015
1985,journal of cardiovascular magnetic resonance,1532-429X,2898.0,1222.0,2.3715220949263505,0.55,2015
1986,journal of cardiovascular translational research,1937-5395,1542.0,433.0,3.561200923787529,0.9179999999999999,2015
1987,journal of cave and karst studies,1090-6924,119.0,94.0,1.2659574468085106,0.25,2015
1988,journal of cell communication and signaling,1873-961X,417.0,157.0,2.6560509554140133,0.635,2015
1989,journal of cellular and molecular medicine,1540-8167,5312.0,1105.0,4.807239819004526,1.339,2015
1990,journal of cellular and molecular medicine,1582-4934,5312.0,1105.0,4.807239819004526,1.339,2015
1991,journal of central european agriculture,1332-9049,144.0,229.0,0.62882096069869,0.10400000000000001,2015
1992,journal of chemical biology,1864-6166,208.0,60.0,3.466666666666667,0.887,2015
1993,journal of chemical crystallography,1572-8854,468.0,699.0,0.6695278969957081,0.11199999999999999,2015
1994,journal of chemical ecology,1573-1561,2580.0,759.0,3.3992094861660083,0.866,2015
1995,journal of chemical sciences,0253-4134,914.0,667.0,1.3703148425787106,0.276,2015
1996,journal of cheminformatics,1758-2946,1419.0,362.0,3.919889502762431,1.036,2015
1997,journal of chemistry,2090-9063,1489.0,1395.0,1.0673835125448028,0.20199999999999999,2015
1998,journal of chemistry,2090-9071,1489.0,1395.0,1.0673835125448028,0.20199999999999999,2015
1999,journal of child & adolescent trauma,1936-153X,129.0,106.0,1.2169811320754718,0.23800000000000002,2015
2000,journal of child and family studies,1573-2843,1576.0,501.0,3.1457085828343314,0.785,2015
2001,journal of chinese political science,1874-6357,114.0,95.0,1.2,0.23399999999999999,2015
2002,journal of circadian rhythms,1740-3391,84.0,41.0,2.048780487804878,0.45799999999999996,2015
2003,journal of classification,1432-1343,146.0,84.0,1.738095238095238,0.37200000000000005,2015
2004,journal of clinical biochemistry and nutrition,1880-5086,898.0,344.0,2.61046511627907,0.621,2015
2005,journal of clinical bioinformatics,2043-9113,212.0,95.0,2.231578947368421,0.51,2015
2006,journal of clinical immunology,1573-2592,2403.0,714.0,3.365546218487395,0.855,2015
2007,journal of clinical investigation,1558-8238,31328.0,2454.0,12.766096169519153,4.575,2015
2008,journal of clinical medicine research,1918-3011,520.0,312.0,1.6666666666666667,0.353,2015
2009,journal of clinical monitoring and computing,1573-2614,645.0,310.0,2.0806451612903225,0.467,2015
2010,journal of clinical psychology in medical settings,1573-3572,449.0,221.0,2.0316742081447963,0.45299999999999996,2015
2011,journal of cluster science,1572-8862,585.0,396.0,1.4772727272727273,0.303,2015
2012,journal of coastal conservation,1874-7841,453.0,245.0,1.8489795918367349,0.402,2015
2013,journal of coatings technology and research,1935-3804,668.0,421.0,1.5866983372921617,0.332,2015
2014,journal of combinatorial optimization,1573-2886,540.0,377.0,1.4323607427055702,0.292,2015
2015,journal of community genetics,1868-6001,379.0,177.0,2.1412429378531077,0.484,2015
2016,journal of community health,1573-3610,1579.0,662.0,2.3851963746223563,0.5539999999999999,2015
2017,journal of computational and theoretical nanoscience,1546-1955,1000.0,1024.0,0.9765625,0.18,2015
2018,journal of computational and theoretical nanoscience,1546-1963,1000.0,1024.0,0.9765625,0.18,2015
2019,journal of computational electronics,1572-8137,402.0,272.0,1.4779411764705883,0.304,2015
2020,journal of computational neuroscience,1573-6873,921.0,340.0,2.7088235294117653,0.6509999999999999,2015
2021,journal of computer science,2362-0110,771.0,937.0,0.8228388473852721,0.145,2015
2022,journal of computer science and technology,1666-6038,676.0,458.0,1.4759825327510918,0.303,2015
2023,journal of computers,1796-203X,812.0,1302.0,0.6236559139784946,0.10300000000000001,2015
2024,journal of computing in higher education,1867-1233,132.0,54.0,2.4444444444444446,0.5720000000000001,2015
2025,journal of conservative dentistry,0974-5203,695.0,416.0,1.6706730769230769,0.354,2015
2026,journal of consumer policy,1573-0700,329.0,121.0,2.71900826446281,0.654,2015
2027,journal of contemporary brachytherapy,1689-832X,183.0,154.0,1.1883116883116882,0.231,2015
2028,journal of contemporary brachytherapy,2081-2841,183.0,154.0,1.1883116883116882,0.231,2015
2029,journal of contemporary psychotherapy,1573-3564,226.0,124.0,1.8225806451612905,0.395,2015
2030,journal of control science and engineering,1687-5257,104.0,116.0,0.8965517241379308,0.162,2015
2031,journal of control science and engineering,2328-2231,104.0,116.0,0.8965517241379308,0.162,2015
2032,journal of convergence information technology,1975-9320,489.0,1594.0,0.3067754077791719,0.042,2015
2033,journal of convergence information technology,2233-9299,489.0,1594.0,0.3067754077791719,0.042,2015
2034,journal of craniovertebral junction and spine,0976-9285,131.0,98.0,1.336734693877551,0.268,2015
2035,journal of cryptology,1432-1378,886.0,197.0,4.49746192893401,1.2309999999999999,2015
2036,journal of cultural economics,1573-6997,158.0,82.0,1.9268292682926829,0.424,2015
2037,journal of current chinese affairs,1868-4874,156.0,103.0,1.5145631067961165,0.313,2015
2038,journal of current southeast asian affairs,1868-4882,72.0,79.0,0.9113924050632912,0.165,2015
2039,journal of curriculum studies,2410-3322,495.0,235.0,2.106382978723404,0.474,2015
2040,journal of cytology,0970-9371,225.0,252.0,0.8928571428571429,0.161,2015
2041,journal of cytology,0974-5165,225.0,252.0,0.8928571428571429,0.161,2015
2042,journal of dental biomechanics,1758-7360,69.0,30.0,2.3,0.53,2015
2043,journal of dentistry,2008-0905,3741.0,1101.0,3.3978201634877383,0.865,2015
2044,journal of developmental and physical disabilities,1573-3580,441.0,215.0,2.0511627906976746,0.45899999999999996,2015
2045,journal of diabetes investigation,1556-6676,1152.0,368.0,3.1304347826086962,0.7809999999999999,2015
2046,journal of diabetes investigation,2040-1116,1152.0,368.0,3.1304347826086962,0.7809999999999999,2015
2047,journal of digital imaging,1618-727X,934.0,485.0,1.9257731958762887,0.424,2015
2048,journal of digital information management,0972-7272,50.0,110.0,0.4545454545454545,0.069,2015
2049,journal of drugs in dermatology,1365-4632,1615.0,996.0,1.6214859437751004,0.341,2015
2050,journal of dynamical and control systems,1573-8698,111.0,113.0,0.9823008849557522,0.182,2015
2051,journal of dynamics and differential equations,1572-9222,270.0,181.0,1.4917127071823204,0.307,2015
2052,journal of early modern studies,2279-7149,4.0,24.0,0.16666666666666666,0.02,2015
2053,journal of earth system science,0253-2143,752.0,470.0,1.6,0.336,2015
2054,journal of earth system science,0253-4126,752.0,470.0,1.6,0.336,2015
2055,journal of earth system science,0973-774X,752.0,470.0,1.6,0.336,2015
2056,journal of east asian linguistics,1572-8560,65.0,56.0,1.1607142857142858,0.22399999999999998,2015
2057,journal of echocardiography,1880-344X,36.0,77.0,0.4675324675324675,0.071,2015
2058,journal of economic growth,1573-7020,394.0,60.0,6.566666666666666,1.982,2015
2059,journal of economic interaction and coordination,1860-7128,83.0,56.0,1.4821428571428572,0.305,2015
2060,journal of economics,1617-7134,230.0,210.0,1.0952380952380951,0.20800000000000002,2015
2061,journal of economics and finance,1938-9744,157.0,164.0,0.9573170731707316,0.17600000000000002,2015
2062,journal of educational change,1573-1812,264.0,106.0,2.490566037735849,0.585,2015
2063,journal of educational evaluation for health professions,1975-5937,92.0,57.0,1.6140350877192982,0.33899999999999997,2015
2064,journal of educational research,1940-0675,497.0,225.0,2.2088888888888887,0.503,2015
2065,journal of elasticity,1573-2681,354.0,220.0,1.6090909090909091,0.33799999999999997,2015
2066,journal of electrical systems and information technology,2314-7172,12.0,17.0,0.7058823529411765,0.12,2015
2067,journal of electroceramics,1573-8663,640.0,376.0,1.702127659574468,0.363,2015
2068,journal of electronic materials,1543-186X,3886.0,2200.0,1.7663636363636364,0.38,2015
2069,journal of electronic testing,1573-0727,293.0,247.0,1.1862348178137652,0.23,2015
2070,journal of endocrinological investigation,1720-8386,1639.0,874.0,1.8752860411899317,0.41,2015
2071,journal of energy,2314-615X,46.0,43.0,1.069767441860465,0.20199999999999999,2015
2072,journal of engineered fibers and fabrics,1558-9250,29.0,16.0,1.8125,0.39299999999999996,2015
2073,journal of engineering mathematics,1573-2703,345.0,330.0,1.0454545454545454,0.196,2015
2074,journal of engineering technology,0747-9964,30.0,49.0,0.6122448979591837,0.1,2015
2075,journal of environmental and public health,1687-9813,792.0,229.0,3.458515283842795,0.885,2015
2076,journal of environmental science and technology,1994-7887,225.0,140.0,1.6071428571428572,0.337,2015
2077,journal of environmental science and technology,2077-2181,225.0,140.0,1.6071428571428572,0.337,2015
2078,journal of epidemiology,0917-5040,1227.0,362.0,3.389502762430939,0.863,2015
2079,journal of epidemiology,1349-9092,1227.0,362.0,3.389502762430939,0.863,2015
2080,journal of ethnobiology and ethnomedicine,1746-4269,1183.0,284.0,4.165492957746478,1.1179999999999999,2015
2081,journal of ethology,1439-5444,326.0,241.0,1.3526970954356847,0.272,2015
2082,journal of evolution equations,1424-3202,212.0,183.0,1.1584699453551912,0.22399999999999998,2015
2083,journal of evolutionary economics,1432-1386,388.0,192.0,2.020833333333333,0.45,2015
2084,journal of exercise science & fitness,1728-869X,93.0,68.0,1.3676470588235294,0.275,2015
2085,journal of experimental & clinical assisted reproduction,1743-1050,7.0,7.0,1.0,0.18600000000000003,2015
2086,journal of experimental & clinical cancer research,1756-9966,2549.0,601.0,4.2412645590682185,1.1440000000000001,2015
2087,journal of experimental criminology,1572-8315,473.0,109.0,4.339449541284404,1.177,2015
2088,journal of failure analysis and prevention,1864-1245,149.0,244.0,0.610655737704918,0.1,2015
2089,journal of family violence,1573-2851,828.0,357.0,2.3193277310924367,0.535,2015
2090,journal of financial services research,1573-0735,315.0,106.0,2.9716981132075477,0.731,2015
2091,journal of fixed point theory and applications,1661-7746,150.0,152.0,0.986842105263158,0.183,2015
2092,journal of fluorescence,1573-4994,1597.0,887.0,1.8004509582863586,0.389,2015
