,journal_name,issn,citation_count_sum,paper_count_sum,avg_cites_per_paper,proj_ai,proj_ai_year
580,brittonia,1938-436X,133.0,181.0,0.7348066298342542,0.126,2015
581,brodogradnja,0007-215X,8.0,8.0,1.0,0.18600000000000003,2015
582,brodogradnja,1845-5859,8.0,8.0,1.0,0.18600000000000003,2015
583,buffalo law review,0023-9356,10.0,22.0,0.4545454545454545,0.069,2015
584,building simulation,1996-8744,337.0,183.0,1.8415300546448088,0.4,2015
585,bulletin of earthquake engineering,1573-1456,1073.0,464.0,2.3125,0.5329999999999999,2015
586,bulletin of engineering geology and the environment,1435-9537,460.0,317.0,1.4511041009463723,0.297,2015
587,bulletin of environmental contamination and toxicology,1432-0800,2354.0,1433.0,1.6427076064200976,0.34700000000000003,2015
588,bulletin of geosciences,1802-8225,304.0,213.0,1.4272300469483568,0.29100000000000004,2015
589,bulletin of materials science,0250-4707,1312.0,818.0,1.603911980440098,0.337,2015
590,bulletin of materials science,0973-7669,1312.0,818.0,1.603911980440098,0.337,2015
591,bulletin of mathematical biology,1522-9602,1028.0,542.0,1.8966789667896682,0.41600000000000004,2015
592,bulletin of the american mathematical society,1088-9485,360.0,74.0,4.864864864864865,1.359,2015
593,bulletin of the american meteorological society,1520-0477,5165.0,529.0,9.763705103969754,3.265,2015
594,bulletin of the american museum of natural history,0003-0090,304.0,65.0,4.676923076923077,1.2930000000000001,2015
595,bulletin of the chemical society of ethiopia,1011-3924,165.0,196.0,0.8418367346938775,0.15,2015
596,bulletin of the chemical society of ethiopia,1726-801X,165.0,196.0,0.8418367346938775,0.15,2015
597,bulletin of the geological society of denmark,2245-7070,,,,,2015
598,bulletin of the geological society of finland,0367-5211,10.0,5.0,2.0,0.444,2015
599,bulletin of the geological society of finland,1799-4632,10.0,5.0,2.0,0.444,2015
600,bulletin of the history of archaeology,2047-6930,5.0,19.0,0.2631578947368421,0.035,2015
601,bulletin of the korean chemical society,1229-5949,3077.0,3221.0,0.9552933871468487,0.175,2015
602,bulletin of the malaysian mathematical sciences society,2180-4206,17.0,20.0,0.85,0.151,2015
603,bulletin of the veterinary institute in pulawy,2300-3235,207.0,352.0,0.5880681818181818,0.095,2015
604,bulletin of the world health organization,0042-9686,4008.0,837.0,4.788530465949822,1.3319999999999999,2015
605,bulletin of volcanology,1432-0819,1878.0,520.0,3.6115384615384616,0.934,2015
606,burns,0305-4179,2516.0,1133.0,2.2206531332744923,0.507,2015
607,business & information systems engineering,1867-0202,56.0,15.0,3.733333333333333,0.9740000000000001,2015
608,business research,1866-8658,93.0,51.0,1.8235294117647056,0.396,2015
609,caderno crh,1983-8239,102.0,121.0,0.8429752066115702,0.15,2015
610,cadernos cedes,1678-7110,32.0,50.0,0.64,0.106,2015
611,cadernos de pesquisa,2178-2229,440.0,577.0,0.7625649913344887,0.132,2015
612,cadernos de saude publica,0102-311X,2941.0,1465.0,2.0075085324232083,0.446,2015
614,cahiers agricultures,1777-5949,146.0,200.0,0.73,0.125,2015
615,calcified tissue international,1432-0827,1925.0,574.0,3.3536585365853657,0.851,2015
616,calcolo,1126-5434,76.0,74.0,1.027027027027027,0.192,2015
617,calculus of variations and partial differential equations,1432-0835,951.0,411.0,2.3138686131386863,0.534,2015
618,caldasia,0366-5232,63.0,94.0,0.6702127659574468,0.11199999999999999,2015
619,caldasia,2357-3759,63.0,94.0,0.6702127659574468,0.11199999999999999,2015
620,california agriculture,0008-0845,146.0,121.0,1.206611570247934,0.235,2015
621,california agriculture,2160-8091,146.0,121.0,1.206611570247934,0.235,2015
622,californian journal of health promotion,1545-8725,18.0,23.0,0.7826086956521741,0.136,2015
623,canadian journal of diabetes,1499-2671,640.0,460.0,1.391304347826087,0.281,2015
624,canadian journal of infectious diseases & medical microbiology,1712-9532,235.0,219.0,1.0730593607305936,0.203,2015
625,canadian journal of surgery,1488-2310,849.0,382.0,2.222513089005236,0.507,2015
626,canadian respiratory journal,1198-2241,526.0,261.0,2.0153256704980844,0.449,2015
627,canadian studies in population,0380-1489,49.0,83.0,0.5903614457831325,0.096,2015
628,canadian studies in population,1927-629X,49.0,83.0,0.5903614457831325,0.096,2015
629,cancer and metastasis reviews,1573-7233,2086.0,300.0,6.953333333333332,2.13,2015
630,cancer causes & control,1573-7225,4263.0,1007.0,4.233366434955313,1.141,2015
631,cancer cell international,1475-2867,1151.0,393.0,2.9287531806615776,0.718,2015
632,cancer chemotherapy and pharmacology,1432-0843,4288.0,1455.0,2.9470790378006875,0.723,2015
633,cancer imaging,1470-7330,548.0,266.0,2.0601503759398496,0.461,2015
634,cancer informatics,1176-9351,226.0,147.0,1.5374149659863945,0.319,2015
635,cancer microenvironment,1875-2284,441.0,120.0,3.675,0.955,2015
636,cancer nanotechnology,1868-6966,133.0,49.0,2.7142857142857144,0.652,2015
637,cancer science,1347-9032,5485.0,1430.0,3.8356643356643367,1.008,2015
638,cancer science,1349-7006,5485.0,1430.0,3.8356643356643367,1.008,2015
639,cancer science,1365-2168,5485.0,1430.0,3.8356643356643367,1.008,2015
640,cancers,2072-6694,2156.0,604.0,3.5695364238410594,0.9209999999999999,2015
641,carbon,0008-6223,26369.0,3939.0,6.694338664635693,2.031,2015
642,carbon balance and management,1750-0680,257.0,63.0,4.079365079365079,1.089,2015
643,carbonates and evaporites,1878-5212,158.0,134.0,1.1791044776119404,0.22899999999999998,2015
644,cardiocore,1889-898X,10.0,108.0,0.0925925925925926,0.009000000000000001,2015
645,cardiology journal,1897-5593,754.0,494.0,1.5263157894736843,0.316,2015
646,cardiology journal,1898-018X,754.0,494.0,1.5263157894736843,0.316,2015
647,cardiology research and practice,2090-0597,742.0,316.0,2.3481012658227853,0.544,2015
648,cardiovascular and interventional radiology,1432-086X,2780.0,1084.0,2.5645756457564577,0.607,2015
649,cardiovascular diabetology,1475-2840,3100.0,703.0,4.409672830725462,1.2009999999999998,2015
650,cardiovascular drugs and therapy,1573-7241,842.0,304.0,2.7697368421052637,0.669,2015
651,cardiovascular engineering and technology,1869-4098,252.0,157.0,1.6050955414012742,0.337,2015
652,cardiovascular intervention and therapeutics,1868-4297,222.0,195.0,1.1384615384615384,0.21899999999999997,2015
653,cardiovascular psychiatry and neurology,2090-0171,217.0,69.0,3.1449275362318843,0.785,2015
654,cardiovascular toxicology,1559-0259,474.0,193.0,2.4559585492227978,0.575,2015
655,cardiovascular ultrasound,1476-7120,513.0,231.0,2.220779220779221,0.507,2015
656,case reports in dermatology,1662-6567,264.0,229.0,1.1528384279475985,0.222,2015
657,case reports in gastroenterology,1662-0631,368.0,379.0,0.9709762532981532,0.179,2015
658,case reports in medicine,1687-9635,846.0,1067.0,0.7928772258669166,0.139,2015
659,case reports in neurology,1662-680X,177.0,187.0,0.9465240641711229,0.17300000000000001,2015
660,case reports in oncology,1662-6575,404.0,443.0,0.91196388261851,0.165,2015
661,case reports in ophthalmology,1663-2699,241.0,271.0,0.8892988929889298,0.16,2015
662,cases journal,1757-1626,62.0,74.0,0.8378378378378378,0.149,2015
663,catalysis letters,1572-879X,2846.0,1139.0,2.498683055311677,0.588,2015
664,catalysis surveys from asia,1574-9266,219.0,81.0,2.703703703703704,0.649,2015
665,catena,0341-8162,2715.0,791.0,3.43236409608091,0.8759999999999999,2015
666,ceas space journal,1868-2510,59.0,47.0,1.25531914893617,0.247,2015
667,celestial mechanics and dynamical astronomy,1572-9478,638.0,326.0,1.9570552147239264,0.43200000000000005,2015
668,cell,0092-8674,70745.0,2688.0,26.318824404761905,11.367,2015
669,cell and tissue banking,1573-6814,408.0,264.0,1.5454545454545454,0.321,2015
670,cell and tissue research,1432-0878,3897.0,1071.0,3.638655462184874,0.943,2015
671,cell biochemistry and biophysics,1559-0283,1842.0,933.0,1.9742765273311895,0.43700000000000006,2015
672,cell biology and toxicology,1573-6822,479.0,171.0,2.801169590643275,0.679,2015
673,cell communication and signaling,1478-811X,1328.0,273.0,4.864468864468863,1.359,2015
674,cell division,1747-1028,323.0,94.0,3.436170212765957,0.878,2015
675,cell reports,2211-1247,12492.0,1407.0,8.878464818763328,2.897,2015
676,cell structure and function,1347-3700,172.0,82.0,2.0975609756097557,0.47200000000000003,2015
677,cellular & molecular biology letters,1689-1392,429.0,205.0,2.0926829268292684,0.47,2015
678,cellular and molecular bioengineering,1865-5033,385.0,220.0,1.75,0.376,2015
679,cellular and molecular life sciences,1420-9071,8878.0,1512.0,5.871693121693123,1.722,2015
680,cellular and molecular neurobiology,1573-6830,1537.0,651.0,2.3609831029185866,0.547,2015
681,cellular oncology,1875-8606,643.0,187.0,3.4385026737967914,0.878,2015
682,cellular oncology,2211-3436,643.0,187.0,3.4385026737967914,0.878,2015
683,cellular physiology and biochemistry,1015-8987,4461.0,1234.0,3.6150729335494334,0.9359999999999999,2015
684,cellular physiology and biochemistry,1421-9778,4461.0,1234.0,3.6150729335494334,0.9359999999999999,2015
685,cellulose,1572-882X,4273.0,1086.0,3.934622467771639,1.041,2015
686,central european journal of immunology,1426-3912,69.0,146.0,0.4726027397260274,0.07200000000000001,2015
687,central european journal of immunology,1644-4124,69.0,146.0,0.4726027397260274,0.07200000000000001,2015
688,central european journal of operations research,1613-9178,288.0,194.0,1.4845360824742269,0.305,2015
689,centro journal,1538-6279,16.0,39.0,0.41025641025641024,0.061,2015
690,cerne,0104-7760,217.0,263.0,0.8250950570342205,0.146,2015
691,chalcogenide letters,1584-8663,36.0,31.0,1.1612903225806452,0.22399999999999998,2015
692,challenges,2078-1547,74.0,68.0,1.088235294117647,0.207,2015
693,check list,1809-127X,420.0,690.0,0.6086956521739131,0.099,2015
694,chemical & pharmaceutical bulletin,1347-5223,1691.0,1160.0,1.4577586206896551,0.298,2015
695,chemical and biochemical engineering quarterly,0352-9568,216.0,155.0,1.3935483870967742,0.282,2015
696,chemical engineering progress,0360-7275,29.0,37.0,0.7837837837837838,0.13699999999999998,2015
697,chemical industry & chemical engineering quarterly,1451-9372,248.0,256.0,0.96875,0.17800000000000002,2015
698,chemical speciation and bioavailability,0954-2299,75.0,126.0,0.5952380952380952,0.09699999999999999,2015
699,chemistry central journal,1752-153X,1688.0,527.0,3.20303605313093,0.8029999999999999,2015
700,chemistry education research and practice,1109-4028,616.0,244.0,2.5245901639344264,0.596,2015
702,chemistryopen,1861-471X,287.0,87.0,3.2988505747126435,0.8340000000000001,2015
703,chemistryopen,2191-1363,287.0,87.0,3.2988505747126435,0.8340000000000001,2015
704,chemoecology,1423-0445,289.0,130.0,2.223076923076923,0.507,2015
705,chemosensory perception,1936-5810,248.0,107.0,2.317757009345794,0.535,2015
706,chemosphere,0045-6535,20465.0,4547.0,4.500769738288981,1.232,2015
707,chemotherapy research and practice,2090-2115,222.0,65.0,3.4153846153846152,0.871,2015
708,chest,0012-3692,15885.0,3332.0,4.767406962785113,1.325,2015
709,child and adolescent psychiatry and mental health,1753-2000,699.0,176.0,3.9715909090909087,1.053,2015
711,child indicators research,1874-8988,345.0,189.0,1.8253968253968251,0.396,2015
712,child psychiatry & human development,1573-3327,989.0,290.0,3.410344827586207,0.8690000000000001,2015
713,chilean journal of agricultural research,0718-5839,476.0,334.0,1.4251497005988023,0.29,2015
714,china foundry,1672-6421,15.0,27.0,0.5555555555555556,0.08900000000000001,2015
715,china foundry,2365-9459,15.0,27.0,0.5555555555555556,0.08900000000000001,2015
716,chinese geographical science,1993-064X,414.0,320.0,1.29375,0.257,2015
717,chinese journal of aeronautics,1000-9361,937.0,608.0,1.5411184210526316,0.32,2015
718,chinese journal of cancer research,1000-9604,596.0,331.0,1.8006042296072509,0.389,2015
719,chinese journal of cancer research,1993-0631,596.0,331.0,1.8006042296072509,0.389,2015
720,chinese journal of physics,1741-3540,143.0,222.0,0.6441441441441441,0.107,2015
721,chinese medical journal,0366-6999,3752.0,3350.0,1.12,0.214,2015
722,chinese medicine,1749-8546,675.0,266.0,2.537593984962406,0.599,2015
723,chinese science bulletin,1861-9541,4927.0,2969.0,1.6594813068373189,0.35100000000000003,2015
724,chiropractic & manual therapies,2045-709X,332.0,177.0,1.8757062146892656,0.41,2015
725,cholesterol,2090-1291,148.0,56.0,2.642857142857143,0.631,2015
726,choregia,2241-6323,10.0,17.0,0.5882352941176471,0.095,2015
727,chromatographia,1612-1112,1423.0,1090.0,1.3055045871559634,0.26,2015
728,chromosoma,1432-0886,864.0,236.0,3.6610169491525424,0.95,2015
729,chromosome research,1573-6849,900.0,315.0,2.8571428571428568,0.696,2015
730,ciencia & saude coletiva,1413-8123,3921.0,1859.0,2.1091984938138784,0.475,2015
731,ciencia e agrotecnologia,1413-7054,776.0,471.0,1.6475583864118897,0.348,2015
732,ciencia florestal,0103-9954,228.0,293.0,0.7781569965870307,0.135,2015
733,ciencia rural,0103-8478,1268.0,1455.0,0.8714776632302406,0.156,2015
734,ciencias marinas,0185-3880,151.0,179.0,0.8435754189944135,0.15,2015
735,cities,0264-2751,1589.0,436.0,3.6444954128440368,0.945,2015
736,clean technologies and environmental policy,1618-9558,1643.0,503.0,3.2664015904572565,0.823,2015
737,clei electronic journal,0717-5000,69.0,72.0,0.9583333333333334,0.17600000000000002,2015
738,cleveland clinic journal of medicine,1939-2869,933.0,418.0,2.2320574162679425,0.51,2015
739,climate dynamics,1432-0894,7961.0,1543.0,5.159429682436811,1.463,2015
740,climate of the past,1814-9324,2400.0,608.0,3.947368421052632,1.045,2015
741,climate of the past,1814-9332,2400.0,608.0,3.947368421052632,1.045,2015
742,climate of the past discussions,1814-9359,149.0,155.0,0.9612903225806452,0.177,2015
743,climatic change,1573-1480,7930.0,1448.0,5.476519337016574,1.578,2015
744,clinical & developmental immunology,1740-2522,3951.0,1012.0,3.9041501976284585,1.031,2015
745,clinical & experimental metastasis,1573-7276,1228.0,378.0,3.2486772486772484,0.818,2015
746,clinical and experimental medicine,1591-9528,457.0,193.0,2.3678756476683938,0.5489999999999999,2015
747,clinical and experimental nephrology,1437-7799,1089.0,619.0,1.7592891760904683,0.37799999999999995,2015
748,clinical and investigative medicine,0147-958X,298.0,220.0,1.3545454545454545,0.272,2015
749,clinical and molecular allergy,1476-7961,121.0,44.0,2.75,0.6629999999999999,2015
750,clinical and translational science,1752-8062,611.0,321.0,1.903426791277259,0.41700000000000004,2015
751,clinical autonomic research,1619-1560,442.0,186.0,2.376344086021505,0.552,2015
752,clinical child and family psychology review,1573-2827,1124.0,108.0,10.407407407407408,3.5380000000000003,2015
753,clinical drug investigation,1179-1918,988.0,482.0,2.049792531120332,0.45799999999999996,2015
754,clinical epigenetics,1868-7083,682.0,134.0,5.08955223880597,1.439,2015
755,clinical interventions in aging,1176-9092,1744.0,558.0,3.1254480286738358,0.779,2015
756,clinical interventions in aging,1178-1998,1744.0,558.0,3.1254480286738358,0.779,2015
757,clinical journal of gastroenterology,1865-7265,102.0,244.0,0.4180327868852459,0.062,2015
758,clinical medicine & research,1554-6179,245.0,295.0,0.8305084745762712,0.147,2015
759,clinical ophthalmology,1177-5483,2288.0,1352.0,1.6923076923076923,0.36,2015
760,clinical oral investigations,1436-3771,2607.0,890.0,2.9292134831460674,0.718,2015
761,clinical practice & epidemiology in mental health,1745-0179,313.0,125.0,2.504,0.589,2015
762,clinical proteomics,1542-6416,412.0,106.0,3.8867924528301887,1.025,2015
763,clinical proteomics,1559-0275,412.0,106.0,3.8867924528301887,1.025,2015
764,clinical research in cardiology,1861-0692,2013.0,622.0,3.2363344051446945,0.8140000000000001,2015
765,clinical reviews in allergy & immunology,1559-0267,1344.0,282.0,4.7659574468085095,1.324,2015
766,clinical reviews in bone and mineral metabolism,1559-0119,82.0,81.0,1.0123456790123455,0.18899999999999997,2015
767,clinical rheumatology,1434-9949,3102.0,1262.0,2.458003169572108,0.5760000000000001,2015
768,clinical social work journal,1573-3343,326.0,199.0,1.6381909547738691,0.34600000000000003,2015
769,clinics,1807-5932,2354.0,1219.0,1.9310910582444627,0.425,2015
770,clinics,1980-5322,2354.0,1219.0,1.9310910582444627,0.425,2015
771,cliometrica,1863-2513,86.0,63.0,1.3650793650793651,0.275,2015
772,cluster computing,1573-7543,566.0,250.0,2.2640000000000002,0.519,2015
773,cns drugs,1179-1934,2220.0,424.0,5.235849056603773,1.4909999999999999,2015
774,cognition,0010-0277,4465.0,825.0,5.412121212121212,1.554,2015
775,cognitive computation,1866-9964,578.0,237.0,2.4388185654008443,0.57,2015
776,cognitive neurodynamics,1871-4099,420.0,190.0,2.2105263157894743,0.504,2015
777,cognitive processing,1612-4790,672.0,258.0,2.6046511627906983,0.619,2015
778,cognitive therapy and research,1573-2819,1172.0,389.0,3.0128534704370185,0.7440000000000001,2015
779,collectanea botanica,1989-1067,19.0,31.0,0.6129032258064516,0.1,2015
780,collectanea mathematica,2038-4815,98.0,105.0,0.9333333333333332,0.17,2015
781,college & research libraries,0010-0870,543.0,180.0,3.0166666666666666,0.745,2015
782,college & research libraries,2150-6701,543.0,180.0,3.0166666666666666,0.745,2015
783,collegian,1322-7696,293.0,163.0,1.7975460122699387,0.38799999999999996,2015
785,colloid and polymer science,1435-1536,2400.0,1191.0,2.0151133501259446,0.44799999999999995,2015
786,colombia medica,1657-9534,178.0,187.0,0.9518716577540108,0.175,2015
787,coloproctology,1615-6730,22.0,40.0,0.55,0.08800000000000001,2015
788,communications in mathematical physics,1432-0916,3532.0,1186.0,2.9780775716694774,0.733,2015
789,community mental health journal,1573-2789,940.0,475.0,1.9789473684210528,0.43799999999999994,2015
790,comparative and functional genomics,1532-6268,384.0,158.0,2.4303797468354436,0.568,2015
791,comparative cytogenetics,1993-0771,190.0,129.0,1.4728682170542635,0.302,2015
792,comparative cytogenetics,1993-078X,190.0,129.0,1.4728682170542635,0.302,2015
793,comparative economic research,2082-6737,24.0,51.0,0.4705882352941176,0.07200000000000001,2015
794,comparative hepatology,1476-5926,50.0,24.0,2.083333333333333,0.46799999999999997,2015
795,complex analysis and operator theory,1661-8262,239.0,257.0,0.9299610894941636,0.17,2015
796,complexity,1099-0526,420.0,190.0,2.2105263157894743,0.504,2015
797,computational and mathematical methods in medicine,1748-670X,1169.0,707.0,1.6534653465346534,0.35,2015
798,computational and mathematical methods in medicine,1748-6718,1169.0,707.0,1.6534653465346534,0.35,2015
799,computational and mathematical organization theory,1572-9346,150.0,103.0,1.4563106796116505,0.298,2015
800,computational complexity,1420-8954,60.0,49.0,1.2244897959183674,0.24,2015
801,computational economics,1572-9974,191.0,188.0,1.0159574468085106,0.18899999999999997,2015
802,computational geosciences,1573-1499,904.0,279.0,3.240143369175627,0.815,2015
803,computational intelligence and neuroscience,1687-5265,1039.0,159.0,6.534591194968552,1.97,2015
804,computational intelligence and neuroscience,1687-5273,1039.0,159.0,6.534591194968552,1.97,2015
805,computational linguistics,0891-2017,1002.0,150.0,6.68,2.025,2015
807,computational linguistics,1530-9312,1002.0,150.0,6.68,2.025,2015
808,computational management science,1619-6988,176.0,95.0,1.8526315789473684,0.40299999999999997,2015
809,computational mechanics,1432-0924,1932.0,621.0,3.111111111111111,0.775,2015
810,computational methods and function theory,2195-3724,92.0,135.0,0.6814814814814815,0.115,2015
811,computational optimization and applications,1573-2894,1079.0,454.0,2.3766519823788546,0.552,2015
812,computational statistics,1613-9658,412.0,305.0,1.3508196721311476,0.271,2015
813,computational visual media,2096-0662,,,,,2015
814,computer communication review,0146-4833,8.0,7.0,1.1428571428571428,0.22,2015
815,computer science and information systems,1820-0214,473.0,280.0,1.6892857142857145,0.359,2015
816,computer science and information systems,2406-1018,473.0,280.0,1.6892857142857145,0.359,2015
817,computing,1436-5057,454.0,249.0,1.823293172690763,0.395,2015
818,computing and visualization in science,1433-0369,160.0,91.0,1.7582417582417582,0.37799999999999995,2015
819,comunicar,1134-3478,509.0,338.0,1.5059171597633136,0.311,2015
820,comunicar,1988-3293,509.0,338.0,1.5059171597633136,0.311,2015
821,condensed matter physics,1607-324X,147.0,190.0,0.7736842105263158,0.135,2015
822,conflict and health,1752-1505,274.0,106.0,2.5849056603773586,0.613,2015
823,conservation genetics,1572-9737,1637.0,741.0,2.2091767881241564,0.503,2015
824,conservation genetics resources,1877-7260,1355.0,913.0,1.4841182913472069,0.305,2015
825,conservation letters,1523-1739,2046.0,296.0,6.912162162162162,2.114,2015
826,conservation letters,1755-263X,2046.0,296.0,6.912162162162162,2.114,2015
827,constitutional political economy,1572-9966,102.0,83.0,1.2289156626506024,0.24100000000000002,2015
828,constructive approximation,1432-0940,286.0,178.0,1.6067415730337078,0.337,2015
829,contemporary clinical dentistry,0976-2361,566.0,463.0,1.2224622030237582,0.239,2015
830,contemporary family therapy,1573-3335,243.0,194.0,1.2525773195876289,0.247,2015
831,contemporary islam,1872-0226,54.0,66.0,0.8181818181818182,0.14400000000000002,2015
832,contemporary jewry,1876-5165,52.0,63.0,0.8253968253968254,0.146,2015
833,contexto internacional,1982-0240,29.0,46.0,0.6304347826086957,0.10400000000000001,2015
834,continental philosophy review,1573-1103,50.0,81.0,0.6172839506172839,0.10099999999999999,2015
835,continuum mechanics and thermodynamics,1432-0959,360.0,177.0,2.0338983050847457,0.45399999999999996,2015
836,contraception,0010-7824,3162.0,1161.0,2.7235142118863047,0.655,2015
837,contrast media & molecular imaging,1555-4317,812.0,255.0,3.1843137254901963,0.7979999999999999,2015
838,contributions to mineralogy and petrology,1432-0967,2604.0,640.0,4.06875,1.0859999999999999,2015
839,contributions to zoology,1875-9866,190.0,76.0,2.5,0.588,2015
840,coral reefs,1432-0975,2028.0,637.0,3.1836734693877546,0.797,2015
841,core evidence,1555-175X,143.0,46.0,3.108695652173913,0.774,2015
842,cortex,0010-9452,4189.0,905.0,4.628729281767956,1.2770000000000001,2015
843,cost effectiveness and resource allocation,1478-7547,234.0,106.0,2.207547169811321,0.503,2015
844,cough,1745-9974,168.0,65.0,2.5846153846153848,0.613,2015
845,crime science,2193-7680,64.0,24.0,2.6666666666666665,0.638,2015
846,criminal law and philosophy,1871-9805,64.0,104.0,0.6153846153846154,0.10099999999999999,2015
847,criminal law forum,1572-9850,20.0,50.0,0.4,0.059000000000000004,2015
848,critical care,1364-8535,11792.0,3340.0,3.5305389221556887,0.9079999999999999,2015
849,critical care,1466-609X,11792.0,3340.0,3.5305389221556887,0.9079999999999999,2015
850,critical care research and practice,2090-1313,436.0,157.0,2.777070063694268,0.6709999999999999,2015
851,critical criminology,1572-9877,163.0,120.0,1.3583333333333334,0.273,2015
852,critical ultrasound journal,2036-3176,224.0,104.0,2.1538461538461537,0.488,2015
853,critical ultrasound journal,2036-7902,224.0,104.0,2.1538461538461537,0.488,2015
854,croatian medical journal,1332-8166,630.0,370.0,1.7027027027027026,0.363,2015
855,croatica chemica acta,0011-1643,236.0,254.0,0.9291338582677166,0.16899999999999998,2015
856,croatica chemica acta,1334-417X,236.0,254.0,0.9291338582677166,0.16899999999999998,2015
857,crop breeding and applied biotechnology,1984-7033,298.0,251.0,1.1872509960159363,0.231,2015
858,cryobiology,0011-2240,1176.0,621.0,1.8937198067632848,0.415,2015
859,cryogenics,0011-2275,682.0,517.0,1.319148936170213,0.263,2015
860,cryptography and communications,1936-2455,76.0,77.0,0.987012987012987,0.183,2015
861,csi transactions on ict,2277-9086,27.0,37.0,0.7297297297297297,0.125,2015
862,cultural anthropology,0886-7356,501.0,164.0,3.054878048780488,0.757,2015
863,cultural anthropology,1548-1360,501.0,164.0,3.054878048780488,0.757,2015
864,cultural studies of science education,1871-1510,316.0,263.0,1.2015209125475286,0.23399999999999999,2015
865,current allergy and asthma reports,1534-6315,1225.0,367.0,3.3378746594005446,0.846,2015
866,current atherosclerosis reports,1534-6242,1341.0,366.0,3.663934426229509,0.951,2015
867,current bladder dysfunction reports,1931-7220,71.0,98.0,0.7244897959183674,0.124,2015
868,current breast cancer reports,1943-4596,102.0,89.0,1.146067415730337,0.221,2015
869,current cardiology reports,1534-3170,923.0,434.0,2.1267281105990783,0.48,2015
870,current cardiovascular imaging reports,1941-9074,187.0,165.0,1.1333333333333333,0.217,2015
871,current cardiovascular risk reports,1932-9563,289.0,212.0,1.3632075471698113,0.27399999999999997,2015
872,current colorectal cancer reports,1556-3804,159.0,111.0,1.4324324324324325,0.292,2015
873,current diabetes reports,1539-0829,1810.0,453.0,3.995584988962472,1.061,2015
874,current fungal infection reports,1936-377X,180.0,148.0,1.2162162162162162,0.23800000000000002,2015
875,current gastroenterology reports,1534-312X,947.0,313.0,3.02555910543131,0.748,2015
876,current genetics,1432-0983,383.0,156.0,2.4551282051282053,0.575,2015
877,current gerontology and geriatrics research,1687-7071,291.0,119.0,2.4453781512605044,0.5720000000000001,2015
878,current heart failure reports,1546-9549,587.0,215.0,2.730232558139535,0.657,2015
879,current hematologic malignancy reports,1558-822X,433.0,190.0,2.2789473684210533,0.524,2015
880,current hypertension reports,1534-3111,1480.0,375.0,3.9466666666666663,1.045,2015
881,current infectious disease reports,1534-3146,692.0,344.0,2.011627906976744,0.44799999999999995,2015
882,current issues in molecular biology,1467-3037,183.0,36.0,5.083333333333333,1.436,2015
883,current microbiology,1432-0991,2133.0,1093.0,1.9515096065873745,0.431,2015
884,current neurology and neuroscience reports,1534-6293,1575.0,399.0,3.947368421052632,1.045,2015
885,current oncology,1718-7729,1144.0,532.0,2.1503759398496243,0.48700000000000004,2015
886,current oncology reports,1534-6269,925.0,316.0,2.9272151898734178,0.7170000000000001,2015
887,current osteoporosis reports,1544-2241,851.0,222.0,3.8333333333333335,1.0070000000000001,2015
888,current pain and headache reports,1534-3081,1048.0,350.0,2.994285714285714,0.738,2015
889,current psychiatry reports,1535-1645,1896.0,432.0,4.388888888888889,1.194,2015
890,current psychology,1936-4733,204.0,143.0,1.426573426573427,0.29,2015
891,current research in bacteriology,1994-5426,35.0,28.0,1.25,0.24600000000000002,2015
892,current research in bacteriology,2077-2122,35.0,28.0,1.25,0.24600000000000002,2015
893,current reviews in musculoskeletal medicine,1935-9748,418.0,162.0,2.5802469135802473,0.612,2015
894,current rheumatology reports,1534-6307,1329.0,373.0,3.5630026809651474,0.919,2015
895,current sexual health reports,1548-3592,46.0,20.0,2.3,0.53,2015
896,current treatment options in cardiovascular medicine,1534-3189,358.0,266.0,1.3458646616541354,0.27,2015
897,current treatment options in gastroenterology,1534-309X,59.0,28.0,2.107142857142857,0.474,2015
898,current treatment options in neurology,1534-3138,645.0,240.0,2.6875,0.644,2015
899,current treatment options in oncology,1534-6277,522.0,188.0,2.776595744680851,0.6709999999999999,2015
900,current urology reports,1534-6285,740.0,362.0,2.044198895027624,0.457,2015
901,current zoology,1674-5507,715.0,354.0,2.019774011299435,0.45,2015
902,cytojournal,0974-5963,159.0,117.0,1.358974358974359,0.273,2015
903,cytojournal,1742-6413,159.0,117.0,1.358974358974359,0.273,2015
904,cytokine,1043-4666,3769.0,1366.0,2.759150805270864,0.6659999999999999,2015
905,cytotechnology,1573-0778,724.0,368.0,1.9673913043478264,0.435,2015
906,cytotherapy,1465-3249,2560.0,729.0,3.5116598079561037,0.902,2015
907,czech journal of animal science,1212-1819,305.0,281.0,1.085409252669039,0.20600000000000002,2015
908,czech journal of animal science,1805-9309,305.0,281.0,1.085409252669039,0.20600000000000002,2015
909,czech journal of food sciences,1212-1800,496.0,358.0,1.3854748603351956,0.28,2015
910,czech journal of food sciences,1805-9317,496.0,358.0,1.3854748603351956,0.28,2015
911,czech journal of genetics and plant breeding,1212-1975,131.0,145.0,0.9034482758620691,0.163,2015
912,czech journal of genetics and plant breeding,1805-9325,131.0,145.0,0.9034482758620691,0.163,2015
913,dairy science & technology,1958-5594,507.0,222.0,2.283783783783784,0.525,2015
914,danish medical bulletin,1603-9629,289.0,183.0,1.5792349726775956,0.33,2015
915,data in brief,2352-3409,22.0,16.0,1.375,0.27699999999999997,2015
916,data mining and knowledge discovery,1573-756X,1034.0,195.0,5.3025641025641015,1.515,2015
